date,startup,vertical,subvertical,city,investors,round,amount,month,year
2016-05-18,BhiveWorkspace,reality,Co-Working Spaces,Bangalore,Blume Ventures,Private Equity,1.0,5,2016
2016-05-19,Appie,consumer internet,Location-based offline retail discovery platform,Mumbai,Undisclosed investors,Seed Funding,1.0,5,2016
2016-05-19,TaxiVaxi,consumer internet,Cab Aggregating Platform,New Delhi,Undisclosed HNIs,Seed Funding,0.5,5,2016
2016-05-19,Veqta,consumer internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, ITW Digital",Seed Funding,0.5,5,2016
2016-05-20,i2ifunding,consumer internet,Online Peer to Peer Funding,Noida,Undisclosed Investors,Seed Funding,0.3,5,2016
2016-05-23,Hoppingo,consumer internet,Fashion Discovery platform,New Delhi,vCommission,Seed Funding,0.089,5,2016
2016-05-24,Goalwise,consumer internet,Online investment platform,Bangalore,Undisclosed HNIs,Seed Funding,1.0,5,2016
2016-05-25,Address Health,healthcare,Pediatric Primary Healthcare Network,Bangalore,Gray Matters Capital,Private Equity,1.5,5,2016
2016-05-25,Arcatron Mobility,technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed Funding,0.1,5,2016
2016-05-26,Cleartax,consumer internet,Online Income Tax Filing platform,Bangalore,"FF Angel, Sequoia Capital",Private Equity,2.0,5,2016
2016-05-26,mChamp,consumer internet,Celebrity Entertainment Contest App,New Delhi,MoMagic Technologies,Seed Funding,0.475,5,2016
2016-05-30,Vahanalytics,technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,0.2,5,2016
2016-05-31,Koovs,ecommerce,Apparel & Lifestyle eTailer,New Delhi,HT Media Ltd,Private Equity,4.4,5,2016
2016-05-31,CCavenue,consumer internet,Payment Gateway,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,8.9,5,2016
2016-05-31,MachaDalo,consumer internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed Funding,0.175,5,2016
2016-04-01,Dil Mil,consumer internet,Matchmaking Mobile App,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,2.7,4,2016
2016-04-04,Hungama,consumer internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Equity,25.0,4,2016
2016-04-06,Shipsy,logistics,Logistics Solutions,Gurgaon,DTDC Express Ltd,Private Equity,1.0,4,2016
2016-04-06,gear6,consumer internet,Online bike service and repairs platform,Bangalore,Ninestarter,Seed Funding,0.5,4,2016
2016-04-06,MyGlamm,consumer internet,Mobile based on-demand Beauty Services platform,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,6.0,4,2016
2016-04-06,Petoo,consumer internet,Online Food Delivery Platform,Bangalore,Axilor Ventures,Private Equity,1.0,4,2016
2016-04-08,imedilane,consumer internet,Online Health Diagnosis platform,New Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding,0.04,4,2016
2016-04-11,Living Local,consumer internet,Social discovery platform,Mumbai,Rattan Chadha,Seed Funding,0.2,4,2016
2016-04-11,Oyo,consumer internet,Online Branded Budget Room Booking Service,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,100.0,4,2016
2016-04-11,PriceRaja,consumer internet,Price Comparison Portal,Gurgaon,Prashant Puri,Seed Funding,0.3,4,2016
2016-04-12,MagicX,consumer internet,On-Demand Task Management App,Bangalore,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,1.0,4,2016
2016-04-13,Legalraasta,consumer internet,Online legal Services for Startups,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,1.0,4,2016
2016-04-13,RainCan,consumer internet,Subscription-based grocery delivery Mobile App,Pune,Dr. Aniruddha Malpani,Seed Funding,0.15,4,2016
2016-04-13,Hippily,ecommerce,Fashion ECommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,0.25,4,2016
2016-04-13,kredX,ecommerce,Invoice discounting\\xc2\\xa0 Marketplace,Bangalore,"Prime Venture Partners,",Seed Funding,0.75,4,2016
2016-04-14,BeaconsTalk,technology,contextual mobile advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,0.1,4,2016
2016-04-15,RenewBuy,consumer internet,Online Car & Bike Insurance Comparison portal,New Delhi,Mount Nathan Advisors,Seed Funding,1.0,4,2016
2016-04-15,Vyomo,consumer internet,On-Demand Beauty Service provider,New Delhi,Naturals Salon Chain,Private Equity,15.0,4,2016
2016-04-15,NestAway,consumer internet,Furnished Home Rental Platform,Bangalore,Tiger Global,Private Equity,30.0,4,2016
2016-04-15,Tapchief,consumer internet,Expert Advice Platform,Bangalore,Vijay Shekhar Sharma,Seed Funding,0.15,4,2016
2016-04-18,Jugnoo,consumer internet,On-demand Delivery & Logistics platform,Chandigarh,Paytm & existing investors,Private Equity,10.0,4,2016
2016-04-19,Betaout,ecommerce,customer intelligence and marketing automation platform,Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,1.5,4,2016
2016-04-19,DriversCart,consumer internet,on-demand chauffeur provider,Chennai,ah! Ventures,Seed Funding,0.45,4,2016
2016-04-19,CollegeDekho,consumer internet,College & Student information platform,New Delhi,Man Capital,Private Equity,2.0,4,2016
2016-04-20,1mg,ecommerce,Online Pharmacy,Gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,15.0,4,2016
2016-04-22,Licious,ecommerce,Mobile based Meat ordering App,Bangalore,Mayfield India II Management Ltd,Private Equity,3.0,4,2016
2016-04-22,TOKO Innovation Studios,consumer internet,Children\xe2\x80\x99s Entertainment Games & Products,New Delhi,Indian Angel network,Seed Funding,0.45,4,2016
2016-04-25,Commut,consumer internet,Shuttle Service Provider,Hyderabad,50K Ventures,Seed Funding,0.2,4,2016
2016-04-25,Dropkaffe,food  beverage,Ready-to-Drink Beverage Producer,Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,0.55,4,2016
2016-04-26,Transerv,consumer internet,Digital Payments platform,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,15.0,4,2016
2016-04-26,ClearTax,consumer internet,Online filing of Tax returns,Bangalore,"Max Levchin, Scott Banister",Private Equity,1.3,4,2016
2016-04-26,Roposo,ecommerce,Social Fashion ECommerce Discovery platform,Gurgaon,Bertelsmann India Investments,Private Equity,15.0,4,2016
2016-04-27,MilkBasket,consumer internet,Micro Grocery Delivery Platform,Gurgaon,EVC Ventures,Seed Funding,0.5,4,2016
2016-04-27,ICHR,consumer internet,Mobile based Children health Information app,New Delhi,Undisclosed,Seed Funding,0.45,4,2016
2016-04-28,The Wedding Brigade,consumer internet,Online Wedding Information Portal,Mumbai,Blume Ventures & Other unnamed Investors,Seed Funding,0.6,4,2016
2016-04-28,DocsApp,consumer internet,Online Doctor Discovery & Chat platform,Bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,1.2,4,2016
2016-04-29,Impact Guru,consumer internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,"RB Investments, Fundnel",Seed Funding,0.5,4,2016
2016-04-29,LetReach,ecommerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity,0.1,4,2016
2016-03-02,MoMark,consumer internet,Mobile Wallet Aggregation platform,Noida,YourNest Angel Fund,Private Equity,0.6,3,2016
2016-03-02,Systemantics,technology,Industrial robots maker,Bangalore,"Nandan Nilekani, Accel Partners",Private Equity,1.4,3,2016
2016-03-03,Imarticus Learning,education,Financial Services & Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,1.0,3,2016
2016-03-03,Shouut,consumer internet,Social Discovery Mobile app,New Delhi,Undisclosed investor,Seed Funding,0.5,3,2016
2016-03-04,Aahaa,ecommerce,Office Products Super Store,Chennai,"YourNest Angel Fund,",Private Equity,1.0,3,2016
2016-03-04,FTCash,consumer internet,Mobile Payments Platform,Kolkata,IvyCap Ventures,Seed Funding,0.15,3,2016
2016-03-04,Zappka,consumer internet,Mobile App discovery and review platform,Gurgaon,"Daman Soni, Rajat Gupta & Others",Seed Funding,0.1,3,2016
2016-03-04,medECUBE,healthcare,Healthcare related Services provider,Gurgaon,Artiman Ventures,Private Equity,4.0,3,2016
2016-03-07,N.O.W,consumer internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,0.5,3,2016
2016-03-07,Ninjacart,ecommerce,B2B marketplace for Farmers & Retailers,Bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,3.0,3,2016
2016-03-07,Reach,consumer internet,Cross Platform P2P file sharing mobile app,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,0.5,3,2016
2016-03-07,Vanity Cube,consumer internet,Hyperlocal Beauty Services platform,New Delhi,Unicorn Ventures,Seed Funding,0.25,3,2016
2016-03-07,Medidaili,consumer internet,Medical Support service platform,Bangalore,Undisclosed private investors,Seed Funding,0.1,3,2016
2016-03-08,LoveCycles,consumer internet,Women\\xe2\\x80\\x99s health Tracker,Bangalore,Prime Venture Partners,Seed Funding,0.75,3,2016
2016-03-08,Kartrocket,ecommerce,ECommerce SAAS platform,New Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,8.0,3,2016
2016-03-08,dunzo,consumer internet,Daily Task Management App,Bangalore,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,0.65,3,2016
2016-03-09,SmartVizX,technology,Virtual Reality Solutions,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,0.5,3,2016
2016-03-09,MyGubbi,real estate,Interior Design & Home D\\xc3\\xa9cor Solutions,Bangalore,"Vipul Parekh, ajesh K Murthy,",Seed Funding,2.5,3,2016
2016-03-09,Nukkad Shops,consumer internet,Hyperlocal Grocery Delivery Service,Hyderabad,PurpleTalk Inc,Seed Funding,1.0,3,2016
2016-03-09,Justride,consumer internet,Self Drive Car Rental,Mumbai,Dheeraj Jain & Other angel investors,Seed Funding,0.4,3,2016
2016-03-10,Big Fish Ventures,food  beverage,premium dining lounges Chain,New Delhi,Undisclosed investors,Private Equity,11.1,3,2016
2016-03-10,Icertis,technology,Contract Management Software Solutions platform,Pune/Seattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,15.0,3,2016
2016-03-10,Supplified,ecommerce,Construction material eTailer,New Delhi,Mohit Goel,Seed Funding,1.0,3,2016
2016-03-14,PinkBlue,ecommerce,Medical Supplies eTailer,Bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,0.223608,3,2016
2016-03-14,TruckingCube,logistics,"Domestic, Commercial, and Industrial Goods Movers",New Delhi,Agarwal Movers Group,Private Equity,14.9,3,2016
2016-03-15,FlipClass,consumer internet,Tutor Search Platform,Bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,1.0,3,2016
2016-03-15,Proximit,technology,Advertising Technology,Pune,Funding through 1Crowd platform,Seed Funding,0.15,3,2016
2016-03-15,WithMe,consumer internet,Personalized Fashion App,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,0.25,3,2016
2016-03-16,Gapoon,consumer internet,Hyperlocal Home Maintenance services,Bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,0.18,3,2016
2016-03-16,Wealthy,consumer internet,Online Investment management portal,Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,0.25,3,2016
2016-03-17,Pramati,healthcare,Specialized Patient Care platform,Noida,Undisclosed investors,Seed Funding,0.2,3,2016
2016-03-17,Qlivery,consumer internet,Ondemand Concierge Service,Gurgaon,Swastika Company Ltd,Seed Funding,0.23,3,2016
2016-03-17,HealthEnablr,consumer internet,Doctor Discovery and booking platform,Mumbai,Undisclosed investors,Seed Funding,0.8,3,2016
2016-03-17,Liftiee,consumer internet,Car/ bike Pooling App,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,0.108,3,2016
2016-03-18,Hello Curry,food  beverage,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,1.5,3,2016
2016-03-19,goSporto,consumer internet,Online Sports discovery and booking platform,New Delhi,Naveen Gupta,Seed Funding,0.03,3,2016
2016-03-21,Room On Call,consumer internet,Budget hotel aggregator,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private Equity,2.0,3,2016
2016-03-22,Byju\\xe2\\x80\\x99s,consumer internet,Educational Video Content Creator,Bangalore,"Sequoia India, Sofina",Private Equity,75.0,3,2016
2016-03-22,BigBasket,ecommerce,Online Grocery Shop,Bangalore,Abraaj Group,Private Equity,150.0,3,2016
2016-03-22,DrivoJoy,consumer internet,On-demand 2-wheeler Servicing platform,Bangalore,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,0.6,3,2016
2016-03-22,CreditSeva,consumer internet,Online Credit management tools,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed Funding,0.36,3,2016
2016-03-23,Endless Robotics,technology,Interior Painting Automation,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,0.1,3,2016
2016-03-23,SP Robotics,technology,Robotic Classes for Students,Chennai,"Indian Angel Network,",Seed Funding,0.3,3,2016
2016-03-23,eKincare,consumer internet,Healthcare related solutions,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,0.33,3,2016
2016-03-23,Wheelstreet,consumer internet,Online Bike Rental platform,Bangalore,Broadbean Capital services,Private Equity,0.5,3,2016
2016-03-24,Horntell,consumer internet,Unified Push Notification service,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,0.15,3,2016
2016-03-28,Schoolkart,ecommerce,Online Marketplace for Schools,Noida,Undisclosed investors,Seed Funding,0.3,3,2016
2016-03-29,Babygogo,consumer internet,Child healthcare experts aggregator mobile app,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding,0.3,3,2016
2016-03-29,Veritas Finance,finance,Asset Based Lending platform,Chennai,Sarva Capital,Private Equity,4.7,3,2016
2016-03-29,QikShip,consumer internet,Mobile based Logistics provider,New Delhi,undisclosed investors,Seed Funding,0.2,3,2016
2016-03-29,FixNix,consumer internet,GRC SAAS Platform,Chennai,Jay Vijayan,Seed Funding,0.5,3,2016
2016-03-30,Touchkin,healthcare,Predictive Healthcare platform,Bangalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Funding,0.4,3,2016
2016-02-02,Altizone,technology,IoT & M2M Solutions,Pune,"Wipro Ventures,\\xc2\\xa0 Lumis Partners",Private Equity,4.0,2,2016
2016-02-02,Strike,consumer internet,Mobile Email productivity tool,Bangalore,Multiple investors through Ten Minute Million competition,Seed Funding,0.0225,2,2016
2016-02-02,Gamooz,technology,Augmented Reality Solutions,Gurgaon,Multiple investors through Ten Minute Million competition,Seed Funding,0.0225,2,2016
2016-02-02,SoundSurround,technology,Audio Technology Solutions,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,0.0225,2,2016
2016-02-03,Mazkara,consumer internet,Beauty & Wellness Platform,Pune / Dubai,Dunamis Ventures Pte Ltd.,Seed Funding,1.0,2,2016
2016-02-03,RoadGods,ecommerce,Auto Spare Parts eTailer,New Delhi,Green House Ventures (GHV),Seed Funding,0.1,2,2016
2016-02-03,Pindropmusic,consumer internet,Music Discovery Mobile App,Noida,Green House Ventures (GHV),Seed Funding,0.1,2,2016
2016-02-03,Woodpie,consumer internet,Book Recommendation Service,Bangalore,Ingram Content Group,Seed Funding,0.03,2,2016
2016-02-04,Perfumery,ecommerce,Fragrances & Perfume eTailer,New Delhi,Oranda Global & Others,Seed Funding,0.03,2,2016
2016-02-05,ZenDrive,technology,Safe Driving Data & Analytics platform,Bangalore / SFO,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,13.5,2,2016
2016-02-05,Gingercrush,ecommerce,Personalized Products & Merchandize eTailer,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,1.0,2,2016
2016-02-05,American Vision,consumer internet,Optical Store Aggregator Platform,Pune,Undisclosed investors,Seed Funding,0.081,2,2016
2016-02-05,DawaiLelo,consumer internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,Undisclosed investors,Seed Funding,0.052,2,2016
2016-02-06,Heads Up For Tails,ecommerce,Pet Products eTailer,New Delhi,Undisclosed investors,Seed Funding,1.0,2,2016
2016-02-08,iStyleYou,consumer internet,Personal Fashion Stylist App,Gurgaon,Green House Ventures (GHV),Seed Funding,0.1,2,2016
2016-02-08,AdUrCup,consumer internet,Ad Network,New Delhi,Green House Ventures (GHV),Seed Funding,0.1,2,2016
2016-02-08,Xpressbees,ecommerce,ECommerce Logistics solutions,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,12.5,2,2016
2016-02-10,Capzest,consumer internet,Digital Lending Platform,Mumbai,Lion Ventures,Seed Funding,0.2,2,2016
2016-02-10,Affimity,consumer internet,Social Networking platform,Bangalore,undisclosed investors,Seed Funding,1.2,2,2016
2016-02-10,Anandakanda,technology,Medicine Intake Reminder System,Pune,undisclosed investors,Seed Funding,0.15,2,2016
2016-02-12,ActOnMagic,technology,Cloud Analytics and Management Products,Bangalore,Jayabalan Subramanian,Seed Funding,0.125,2,2016
2016-02-12,Bonhomia,food  beverage,premium Tea and Coffee,New Delhi,"Alok Rawat, Grey Orange Robotics",Seed Funding,1.0,2,2016
2016-02-12,iGrenEnergi,technology,Solar Power Solutions,Mumbai,Sunil Mehta,Seed Funding,1.0,2,2016
2016-02-12,RKSV,consumer internet,Online Stock Trading Platform,Mumbai,Kalaari Capital,Private Equity,4.0,2,2016
2016-02-15,Aasaanjobs,consumer internet,Online Recruitment Marketplace,Mumbai,"Aspada Advisors, IDG Ventures,\\xc2\\xa0 Inventus Capital",Private Equity,5.0,2,2016
2016-02-15,Snapdeal,ecommerce,Horizontal Online Marketplace,New Delhi,Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others,Private Equity,200.0,2,2016
2016-02-15,GoYaNo,consumer internet,Events & Restaurant Discovery Marketplace App,Gurgaon,Mukesh Kumar Gupta,Seed Funding,0.05,2,2016
2016-02-15,RentSher,consumer internet,Online Household Product Rental platform,Bangalore,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",Seed Funding,0.3,2,2016
