date,startup,vertical,subvertical,city,investors,round,amount,month,year
2016-01-18,Kartrocket,consumer internet,SAAS DIY\\xc2\\xa0 ECommerce Platform,New Delhi,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",Private Equity,6.0,1,2016
2016-01-19,Swiggy,consumer internet,Online/Mobile food ordering platform,Bangalore,"Harmony Partners, RB Investments & existing investors",Private Equity,35.0,1,2016
2016-01-19,DailyObjects,ecommerce,Mobile Accessories etailer,New Delhi,"Unilazer Fund,\\xc2\\xa0 Phanindra Sama, Peyush Bansal",Private Equity,1.4,1,2016
2016-01-19,Indus OS,technology,Local language Mobile OS,Mumbai,"Omidyar Network,",Private Equity,5.0,1,2016
2016-01-19,CollegeDunia,consumer internet,Educational College Search platform,New Delhi,Umang Kumar,Seed Funding,0.445,1,2016
2016-01-19,Villgro,finance,Social Business Incubator & Fund,Chennai,"Lemelson Foundation, Michael and Susan Dell Foundation",Private Equity,3.5,1,2016
2016-01-20,IndustryBuying,ecommerce,B2B Industrial Goods Marketplace,New Delhi,Trifecta Capital,Private Equity,1.8,1,2016
2016-01-20,Just Buy Live,ecommerce,B2B Marketplace for Distributors,Mumbai,Alpha Capital,Private Equity,20.0,1,2016
2016-01-20,IMbesharam,ecommerce,Adult Products Etailers,New Delhi / US,Undisclosed US Based Investors,Private Equity,4.0,1,2016
2016-01-20,Moodoo,consumer internet,Social Meeting organizer App,Mumbai / UK,Sa\\xc3\\xafd Business School Seed Fund.,Seed Funding,0.04,1,2016
2016-01-21,Fisdom,consumer internet,Personal Finance Mobile App,Bangalore,Rob Chandra,Seed Funding,0.5,1,2016
2016-01-21,Easypolicy,consumer internet,Online insurance policy aggregator,Noida,Unilazer Ventures,Private Equity,2.2,1,2016
2016-01-21,Housing.com,consumer internet,Online Real Estate Portal,Mumbai,SoftBank Corp,Private Equity,15.0,1,2016
2016-01-21,CREO,technology,Smartphone OS Developer,Bangalore,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",Private Equity,3.0,1,2016
2016-01-22,ShabdaNagari,consumer internet,Hindi Language Social Networking Portal,Kanpur,Kanpur Angels & Others,Seed Funding,0.2,1,2016
2016-01-22,SnapBizz,ecommerce,Mobile based Retail Market Ecosystem,Bangalore,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",Private Equity,7.2,1,2016
2016-01-22,Silvan,technology,Home Automation & Security Solutions,Bangalore,The Chennai Angels,Seed Funding,0.515,1,2016
2016-01-22,EPS,technology,Electronic Payments Solution Company,Mumbai,APIS Partners,Private Equity,35.0,1,2016
2016-01-22,Qubole,technology,Enterprise Cloud Based Data Processing,Bangalore,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,30.0,1,2016
2016-01-25,SIFTR Labs,consumer internet,Photography curation & Aggregator platform,Mumbai,Venture Catalysts,Seed Funding,0.15,1,2016
2016-01-25,Power2SME,consumer internet,SME Online Buying Hub,Gurgaon,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",Private Equity,21.0,1,2016
2016-01-27,Buildzar,ecommerce,Construction Material ETailer,Gurgaon,Puneet Dalmia,Private Equity,4.0,1,2016
2016-01-27,Applicate,technology,"Sales, Market, Distribution & Data Analytics Platform",Bangalore,Undisclosed investors,Seed Funding,1.0,1,2016
2016-01-28,Zebi (yet to launch),technology,Data Intelligence & Analytics,Hyderabad,Un disclosed investors,Seed Funding,1.0,1,2016
2016-01-28,Truce,fmcg,Vegetables & Fruits Supply Chain,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed Funding,0.37,1,2016
2016-01-29,Qriyo,consumer internet,Online Fitness & Educational information Aggregator,Jodhpur,Idein Ventures,Seed Funding,0.16,1,2016
2016-01-29,Aisle,consumer internet,Indians focused Matchmaking App,Bangalore,"TermSheet, ah! Ventures",Seed Funding,0.185,1,2016
2016-01-29,FreshMenu,consumer internet,Fresh Food Delivery platform,Bangalore,"Zodius Technology Fund, Lightspeed Venture Partners",Private Equity,17.0,1,2016
2016-01-29,Truebil,ecommerce,Online marketplace for cars,Mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",Private Equity,5.15,1,2016
2016-01-29,Rare Media,technology,Mobile & Cloud based App developer,New Delhi,Info Edge (India) Ltd,Private Equity,1.1,1,2016
2015-12-01,CollegeDekho,online education information platform,,Jaipur,GirnarSoft,Seed Funding,1.0,12,2015
2015-12-01,Patel Logistics,transportation  logistics platform,,Mumbai,Frontline Strategy,Private Equity,5.6,12,2015
2015-12-01,Wigzo,enterprise marketing automation platform,,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,0.5,12,2015
2015-12-01,Godof Hospitals,digital healthcare,,New Delhi,Pankaj Gupta,Seed Funding,2.0,12,2015
2015-12-02,RoomsTonite,last minute hotel booking app,,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna",Seed Funding,1.5,12,2015
2015-12-03,EasyKhaana,online food ordering  delivery platform,,New Delhi,Undisclosed investors,Seed Funding,0.1,12,2015
2015-12-03,Shuttl,app based bus pooling services,,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,20.0,12,2015
2015-12-04,Applop,on demand mobile app developer,,Kolkata,GHV Accelerator,Seed Funding,0.1,12,2015
2015-12-04,CaRPM,car maintenance  management mobile app,,Gurgaon,GHV Accelerator,Seed Funding,0.1,12,2015
2015-12-04,NDTV Wedding portal,online wedding marketplace,,New Delhi,CerraCap,Private Equity,20.0,12,2015
2015-12-07,Customfurnish,custom made furniture etailer,,Hyderabad,Agnus Capital,Private Equity,4.5,12,2015
2015-12-07,Faasos,qsr chain,,Pune,"ru-Net, Sequoia Capital,\\xc2\\xa0 Lightbox Ventures",Private Equity,30.0,12,2015
2015-12-07,Leaf Wearables,smart safety wearable devices,,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,0.25,12,2015
2015-12-07,Coolshare,cab sharing service mobile app,,Mumbai,Gopal Aggarwal,Seed Funding,0.1,12,2015
2015-12-08,Yumist,home cooked food order  delivery platform,,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,2.0,12,2015
2015-12-09,Jigsaw Academy,online school for analytics learning,,Bangalore,Manipal Global Education Services,Private Equity,3.0,12,2015
2015-12-09,Voxweb,picture creation  social mobile app,,Mumbai,Undisclosed Investor,Seed Funding,0.35,12,2015
2015-12-09,Aye Finance,nonbanking finance company,,New Delhi,"SAIF Partners, Accion",Private Equity,3.0,12,2015
2015-12-10,BlackBuck,online freight services aggregator,,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,25.0,12,2015
2015-12-10,HomeStudio,online branded furniture etailer,,Bangalore,Bren Corporation,Private Equity,5.0,12,2015
2015-12-10,PropheSee,digital analytics platform,,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,0.5,12,2015
2015-12-10,i2e1,internet network infrastructure services,,New Delhi,GrowX Ventures,Seed Funding,0.5,12,2015
2015-12-10,Holisol Logistics,supply chain  logistics solutions,,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,10.0,12,2015
2015-12-10,Paynear,mobile point of sale solutions,,Hyderabad,Mitesh Majithia,Private Equity,2.5,12,2015
2015-12-10,Chillr,peertopeer money transfer  recharge app,,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,70.0,12,2015
2015-12-11,EureQa,test automation saas platform,,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,0.6,12,2015
2015-12-11,OnlineRTI,online rti application services,,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,0.15,12,2015
2015-12-11,Weddingz.in,wedding venues  vendors marketplace,,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,1.0,12,2015
2015-12-14,Capricoast,modular furnishings marketplace,,Bangalore,"Accel Partners India, RB Investments",Private Equity,3.5,12,2015
2015-12-14,Cabsguru,cab search comparison  booking platform,,New Delhi,Prashanth Ranganathan,Seed Funding,0.2,12,2015
2015-12-14,Whoop,performance optimization platform for athletes,,Boston,Infosys,Private Equity,3.0,12,2015
2015-12-15,Streamoid,visual search and discovery platform,,Bangalore / Palo Alto,Undisclosed,Seed Funding,1.0,12,2015
2015-12-16,Housejoy,home services marketplace,,Bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,22.5,12,2015
2015-12-16,Bluebirch,end to end reverse logistics solution platform,,Bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,2.0,12,2015
2015-12-16,MeraDoctor,virtual health consultation app,,Mumbai,Unilazer,Private Equity,1.2,12,2015
2015-12-17,Rivigo,logistics services provider,,Gurgaon,SAIF Partners and others,Private Equity,30.0,12,2015
2015-12-17,Springboard,data science  ux design learning platform,,Bangalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed Funding,1.7,12,2015
2015-12-18,Ampere Vehicles,electric bike manufacturers,,Coimbatore,Kris Gopalakrishnan & Others,Seed Funding,1.2,12,2015
2015-12-18,CBREX,international hiring platform,,Mumbai / NY,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,0.2,12,2015
2015-12-21,TruckMandi,logistics service provider marketplace,,New Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private Equity,2.0,12,2015
2015-12-21,Peppertap,hyperlocal\\xc2\\xa0 grocery delivery service,,Gurgaon,Innoven Capital,Private Equity,4.0,12,2015
2015-12-21,KOOH Sports,sports education platform,,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private Equity,2.0,12,2015
2015-12-22,LatestOne,mobile accessories online store,,Hyderabad,Palred Technologies Ltd,Private Equity,3.0,12,2015
2015-12-22,Arya.ai,artificial intelligence platform,,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,0.75,12,2015
2015-12-22,Doctor Insta,medical consultation  doctor appointment booking platform,,Gurgaon,"Rishi Parti, BrahmaX Ventures",Private Equity,0.5,12,2015
2015-12-22,MobieFit,mobile fitness app,,Goa,Medi Assist,Private Equity,1.0,12,2015
2015-12-23,Mech Mocha,mobile game development  design platform,,Bangalore,"Blume Ventures, Flipkart",Seed Funding,1.0,12,2015
2015-12-23,Shotang.com,b2b ecommerce marketplace,,Bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private Equity,5.0,12,2015
2015-12-24,Black White Orange,b2b merchandize platform,,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,0.303,12,2015
2015-12-24,Canvera,photographer online search  booking platform,,Bangalore,Info Edge (India) Ltd,Private Equity,2.2,12,2015
2015-12-28,Town Essentials,grocery delivery platform,,Bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Funding,1.0,12,2015
2015-12-28,Bumper,mobile car servicing appointment app,,Bangalore,SAIF Partners,Seed Funding,0.5,12,2015
2015-12-29,Hotify,new curation mobile app,,Bangalore,Mahavir Pratap Sharma,Seed Funding,0.15,12,2015
2015-12-29,MobiKwik,mobile wallet,,Gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private Equity,6.6,12,2015
2015-11-02,Twigly,online food ordering  delivery platform,,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,0.2,11,2015
2015-11-02,CityFlo,bus aggregation and rental mobile app,,Mumbai,IDG Ventures,Seed Funding,0.75,11,2015
2015-11-03,Pokkt,alternate mobile monetization platform,,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel\\xe2\\x80\\x99s Innov8, Jungle Ventures, K Ganesh",Private Equity,5.0,11,2015
2015-11-03,oibanit,online food ordering marketplace,,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,0.15,11,2015
2015-11-03,Stuffed,quick service restaurant  online delivery,,Mumbai,Riqueza Capital,Seed Funding,0.385,11,2015
2015-11-03,LoanBaba,online loans marketplace,,Mumbai,Undisclosed,Seed Funding,0.32,11,2015
2015-11-03,Deyor Rooms,budget hotels aggregator,,New Delhi,Dheeraj Jain & Others,Seed Funding,0.5,11,2015
2015-11-03,Bidgely,efficient energy management platform,,USA/India,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,16.6,11,2015
2015-11-04,Shirsa Labs,digital intelligent learning platform,,Mumbai,ah! Ventures,Seed Funding,0.25,11,2015
2015-11-04,YourDOST,online counselling and psychological support platform,,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,0.4,11,2015
2015-11-05,BookMyBai,domestic help aggregation platform,,Mumbai,Vineel Nalla & Others,Seed Funding,0.15,11,2015
2015-11-05,MyIndianStay,home stay  room rentals platform,,Goa,Undisclosed investors,Seed Funding,0.2,11,2015
2015-11-06,Satvacart,online grocery platform,,Gurgaon,Undisclosed HNIs,Private Equity,1.8,11,2015
2015-11-06,POPxo.com,online content platform for women,,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,2.0,11,2015
2015-11-06,SparesHub,online vehicle spare parts etailer,,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,0.46,11,2015
2015-11-06,Explara,event ticketing platform,,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,0.49,11,2015
2015-11-06,Yuvi Hospitality,premium dining lounges  restaurants,,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,15.0,11,2015
2015-11-09,AppVirality,mobile growth hacking\\nplatform,,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,0.5,11,2015
2015-11-09,iStar Skill Development,skill training startup,,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,1.5,11,2015
2015-11-09,BigStylist.com,beauty and wellness marketplace,,Mumbai,Info Edge,Private Equity,1.0,11,2015
2015-11-09,Zilingo,marketplace app for bangkok,,Bangalore/ Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,1.9,11,2015
2015-11-09,Didi,ondemand maids service provider,,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,0.15,11,2015
2015-11-09,Skoov.com,ecommerce product search engine,,Mumbai,undisclosed investor,Seed Funding,0.15,11,2015
2015-11-10,Chefs Basket,ready to cook packaged foods,,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,6.0,11,2015
2015-11-11,Delight Foods,branded food products online sales,,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,0.6,11,2015
2015-11-11,RenewBuy,auto insurance online platform,,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,0.5,11,2015
2015-11-12,Hitwicket,cricket management mobile game,,Hyderabad,Chennai Angels,Seed Funding,0.25,11,2015
2015-11-16,Cashkaro.com,ecommerce discount  cashback coupons platform,,Gurgaon,Kalaari Capital,Private Equity,3.7,11,2015
2015-11-16,Absentia,virtual reality headset creator,,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,0.18,11,2015
2015-11-16,TaskBucks,mobileonly tasks marketplace,,New Delhi,Times Internet,Private Equity,15.0,11,2015
2015-11-17,CraftsVilla,women ethnic wear\\xc2\\xa0 online marketplace,,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,34.0,11,2015
2015-11-17,Julia Computing,numerical computing  data science platform,,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,0.6,11,2015
2015-11-17,StyleTag,designer fashion jewellery marketplace,,Bangalore,Jitu Virwani,Seed Funding,7.5,11,2015
2015-11-17,Smytten,online products discovery platform,,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,0.2,11,2015
2015-11-17,BiBox,kids tool kit for innovation platform,,Bangalore,Ravi Krishnamurthy,Seed Funding,0.53,11,2015
2015-11-17,Convegenius,mobile learning solutions,,Noida / Singapore,Enablers platform,Seed Funding,0.3,11,2015
2015-11-18,Ola,car aggregator  retail mobile app,,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,500.0,11,2015
2015-11-18,Goodbox,conversational commerce mobile app,,Bangalore,Nexus Venture Partners,Private Equity,2.5,11,2015
2015-11-18,ScoopWhoop,viral content web platform,,New Delhi,Kalaari Capital,Private Equity,4.0,11,2015
2015-11-19,UrbanClap,mobile services marketplace,,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,25.0,11,2015
2015-11-19,SenseGiz,smartwatch maker,,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,0.5,11,2015
2015-11-19,Fourseven,online jewellery etailer,,New Delhi,Indian Angel Network,Seed Funding,0.455,11,2015
2015-11-20,MindTickle,sales  productivity software,,Pune / US,New Enterprise Associates,Private Equity,12.5,11,2015
2015-11-20,Medinfi,healthtech platform,,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,0.305,11,2015
2015-11-20,OUWT,nightlife discovery mobile app,,Mumbai,Undisclosed investors,Seed Funding,0.15,11,2015
2015-11-20,HeyPillow,online real estate marketplace,,Bangalore,Hampton Capital,Private Equity,3.0,11,2015
2015-11-21,Caravan Craft,indian ethnic crafts etailer,,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,1.2,11,2015
2015-11-21,Talkoot,social platform for traders and investors,,Bangalore,Undisclosed investors,Seed Funding,0.1,11,2015
2015-11-23,RentoMojo,"online furniture, home appliances rental platform",,Bangalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private Equity,2.0,11,2015
2015-11-23,Medikoe,healthcare services discovery platform,,Bangalore,Anil Menon,Seed Funding,0.1,11,2015
2015-11-24,Stylofie,health and beauty services marketplace,,Gurgaon,Swastika,Seed Funding,0.25,11,2015
2015-11-24,Naaptol,online and tv shopping marketplace,,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,52.0,11,2015
2015-11-25,EarlySalary.com,mobile app based loan disbursement platform,,Mumbai,Ashok Agarwal,Seed Funding,1.5,11,2015
2015-11-25,Tooler,on demand laundry services app,,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,0.11,11,2015
2015-11-25,S Chand,education content provider,,New Delhi,IFC Everstone Group,Private Equity,27.0,11,2015
2015-11-26,GoQii,fitness tracking management solutions,,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,13.4,11,2015
2015-11-26,Grofers,hyperlocal grocery delivery platform,,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,120.0,11,2015
2015-11-26,Pluss,hyperlocal healthcare product delivery service provider,,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,1.0,11,2015
2015-11-27,JustRide,self driven rental car platform,,Mumbai,Undisclosed,Private Equity,2.0,11,2015
2015-11-30,Baxi,twowheeler taxi service,,Gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Funding,1.45,11,2015
2015-11-30,Superhero Brands,character merchandize sales platform,,Mumbai,DSG Consumer Partners,Seed Funding,0.54,11,2015
2015-11-30,QikPod,ecommerce delivery locker services,,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,9.0,11,2015
2015-10-01,Muvizz,movieondemand platform,,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,0.35,10,2015
2015-10-02,Shopalyst,product discovery  recommendation platform,,Bangalore,Kalaari Capital,Private Equity,2.0,10,2015
2015-10-03,Chillr,mobile payments app,,Mumbai,Sequoia Capital,Private Equity,6.0,10,2015
2015-10-05,Nykaa,beauty  wellness products etailer,,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,9.5,10,2015
2015-10-05,Voylla,fashion jewelry and accessories etailer,,Jaipur,Peepul Capital,Private Equity,15.0,10,2015
2015-10-05,IndiaLends,online consumer lending platform,,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,1.0,10,2015
2015-10-05,Rock N Shop,premium apparel shopping portal,,New Delhi,High Networth Individuals (undisclosed),Seed Funding,0.15,10,2015
2015-10-06,DocPlexus,exclusive platform for doctors  healthcare professionals,,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,0.7,10,2015
2015-10-06,WorkIndia,job board,,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,0.5,10,2015
2015-10-06,SportzVillage,sports management  physical education business,,Bangalore,Gaja Capital Private Equity Fund,Private Equity,10.0,10,2015
2015-10-06,Burger Singh,qsr  online delivery portal,,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,0.5,10,2015
2015-10-06,Welcome Cure,online homeopathy clinic,,Mumbai,Unnamed Media house and HNIs,Private Equity,6.0,10,2015
2015-10-07,SchoolGuru,elearning service provider,,Mumbai,High Networth Individuals from India & USA,Private Equity,3.0,10,2015
2015-10-07,GoJavas,delivery  logistics service provider,,Gurgaon,Snapdeal,Private Equity,20.0,10,2015
2015-10-08,ZuperMeal,home cooked food marketplace  delivery,,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,2.0,10,2015
2015-10-08,Cube26,gesture based mobile development,,New Delhi,"Tiger Global Management, Flipkart",Private Equity,7.7,10,2015
2015-10-08,Grabhouse,rental accommodation search platform,,Bangalore,Sequoia and Kalaari Capital.,Private Equity,10.0,10,2015
2015-10-08,Quifers,logistics tech platform,,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,0.31,10,2015
2015-10-09,Stockroom.io,developer portfolio showcase platform,,Hyderabad,Undisclosed Investors,Seed Funding,0.07,10,2015
2015-10-09,Cloud Lending,endtoend lending platform,,Bangalore / San Mateo,SF Capital Group,Private Equity,8.0,10,2015
2015-10-09,Inayo,ondemand healthcare marketplace,,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,0.3,10,2015
2015-10-09,Kulzy,advertising  marketing community networking platform,,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,1.0,10,2015
2015-10-09,Zeppery,food ordering  delivery app,,New Delhi,Suyash Sharma,Seed Funding,0.077,10,2015
2015-10-12,Zify,ride sharing platform,,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,0.19,10,2015
2015-10-12,Gridle,cloud based collaboration platform,,Ahmedabad,LetsVenture,Seed Funding,0.1,10,2015
2015-10-13,Voodoo,mobile only shopping assistant,,New Delhi,SAIF Partners,Seed Funding,1.0,10,2015
2015-10-13,Lookup,mobile messaging assistant app,,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,2.5,10,2015
2015-10-14,AskMyGift,personalized wish list creator app,,Noida,Turning Ideas,Seed Funding,0.05,10,2015
2015-10-14,Zappfresh,raw meat  ready to eat food etailer,,Gurgaon,Undisclosed Investors,Seed Funding,0.077,10,2015
2015-10-17,S-Cube Futuretech,structural  civil engg service automation,,Mumbai,Parampara Capital,Private Equity,1.0,10,2015
2015-10-19,Citrus Payment,payments solution platform,,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,25.0,10,2015
2015-10-19,Holidify,travel destination discovery platform,,New Delhi,Aarti Group,Seed Funding,0.1,10,2015
2015-10-20,Opinio,last mile delivery service,,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,7.0,10,2015
2015-10-20,Attune Technologies,healthcare it solutions  services,,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,10.0,10,2015
2015-10-21,AgentDesks,real estate mobile crm,,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,2.95,10,2015
2015-10-21,White Owl Brewery,microbrewery,,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,1.53,10,2015
2015-10-21,MealHopper,home made food marketplace,,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,0.1,10,2015
2015-10-21,Zenify.in,residential rental management platform,,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,0.64,10,2015
2015-10-23,Medd,personal diagnostic mobile app,,Mumbai,Group of Angel investors,Seed Funding,0.15,10,2015
2015-10-23,Leaping Caravan,online food ordering  delivery service,,Gurgaon,Group of Angel investors,Seed Funding,0.15,10,2015
2015-10-23,Frsh,online food ordering  delivery service,,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,1.0,10,2015
2015-10-23,Qik Stay,hotel aggregator  booking platform,,New Delhi,ID Enablers Pvt Ltd,Seed Funding,0.25,10,2015
2015-10-26,Parcelled,online logistics platform,,Bangalore,Delhivery,Private Equity,5.0,10,2015
2015-10-26,AlmaMapper,online student  campus social networking platform,,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,0.4,10,2015
2015-10-26,Flexing It,professionals  project search marketplace,,New Delhi,undisclosed private investors,Seed Funding,0.5,10,2015
2015-10-26,Netmeds.com,online pharmacy,,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,50.0,10,2015
2015-10-26,Razorpay,online payment gateway,,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,9.0,10,2015
2015-10-27,Happitoo,location based nightlife recommendation\\xc2\\xa0 platform,,Mumbai,Unnamed investor,Seed Funding,0.077,10,2015
2015-10-27,Care24,professional health services platform,,Mumbai,India Quotient,Seed Funding,0.35,10,2015
2015-10-27,Roadrunnr,hyperlocal logistics service,,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,10.0,10,2015
2015-10-28,ORIGA Leasing,asset financing platform,,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,1.1,10,2015
2015-10-28,Smartivity.in,virtual reality activity based learning platform,,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,0.2,10,2015
2015-10-29,ZopHop,public commute helper app,,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,0.45,10,2015
2015-10-30,LiftO,ridesharing mobile app,,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,0.13,10,2015
2015-10-30,TinyOwl,food discovery  delivery mobile app,,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,7.5,10,2015
2015-10-30,Toppr.com,competitive exam learning platform,,Mumbai,InnoVen Capital,Private Equity,2.0,10,2015
2015-10-30,Kleeto,document digitization platform,,Gurgaon,GREX,Seed Funding,0.23,10,2015
2015-10-30,BeaconsTalk,proximity marketing  mobile advertising platform,,Mumbai,Puneet Bhatia & others,Seed Funding,0.08,10,2015
2015-10-31,Jugnoo,autorickshaw aggregator  booking platform,,Chandigarh,Paytm,Private Equity,10.0,10,2015
